size (cm),weight (g),avg_price (₹),shape_oval,shape_round,color_brown,color_green,color_orange,color_pink,color_purple,color_red,color_yellow,taste_sweet,taste_tangy,fruit_name
-1.2100729185922974,-0.6266257623830935,-1.811566304386086,False,True,False,False,False,False,True,False,False,True,False,grape
0.029628003548222884,-0.39196962442126043,-0.09977501892004781,True,False,False,True,False,False,False,False,False,True,False,pear
1.0496350913853598,1.078632599730297,0.2733746058080675,True,False,True,False,False,False,False,False,False,False,True,pineapple
-1.021763917760826,-0.6146894964058442,-0.6190531680172147,False,True,False,False,False,True,False,False,False,True,False,lychee
-1.1943805018563416,-0.6264901229969885,-1.803737990580601,False,True,False,False,False,False,True,False,False,True,False,grape
0.7671715901381525,1.14672357155506,0.29946898515968395,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.5039141654742796,-0.4486668878131947,0.04635350544900445,False,True,False,False,False,False,False,True,False,True,False,apple
1.5674848436719062,0.9984697225421796,0.6230392891197275,False,True,True,False,False,False,False,False,False,True,False,coconut
-0.31560516464280824,-0.3385277062958488,-0.37898487798234354,False,True,False,True,False,False,False,False,False,False,False,guava
0.1865521709077824,-0.47294633792600865,-1.078314244605664,False,False,False,False,False,False,False,False,True,True,False,banana
0.924095757497712,1.1206808094228797,0.33078224038162335,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.7236079997776629,-0.5613832176665376,-0.2772167985110395,False,True,False,False,False,False,True,False,False,False,True,plum
-0.6765307495697951,-0.572098729168841,-0.18066759491005863,False,True,False,False,False,False,True,False,False,False,True,plum
-0.20575824749111654,-0.2895618879119055,1.3432441592243414,False,True,False,False,False,False,False,True,False,True,False,pomegranate
1.1437895918010954,0.8628303364370737,0.22118584710483463,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.9276094173450903,-0.6194368749195229,-1.334039162251505,True,False,False,False,False,False,False,True,False,True,False,cherry
0.06101283702013467,-0.4622308264237053,-1.0652670549298557,False,False,False,False,False,False,False,False,True,True,False,banana
-0.7236079997776629,-0.5615188570526427,-0.16240152936392704,False,True,False,False,False,False,True,False,False,False,True,plum
0.10809008722800265,-0.47403145301484945,-1.093970872216634,False,False,False,False,False,False,False,False,True,True,False,banana
2.917032682964118,3.1902665626145854,1.8259901772292455,False,True,False,True,False,False,False,False,False,True,False,watermelon
-0.37837483158663193,-0.43293271902500247,0.1298555193741771,False,True,False,False,False,False,False,True,False,True,False,apple
-1.00607150102487,-0.614418217633634,-0.660804174979801,False,True,False,False,False,True,False,False,False,True,False,lychee
-1.1943805018563416,-0.6264901229969885,-1.780253049164146,False,True,False,False,False,False,True,False,False,True,False,grape
-1.1943805018563416,-0.6267614017691987,-1.0835331204759873,False,True,False,False,False,False,False,False,False,True,False,blueberry
-0.4254520817944998,-0.4298130131445849,-0.12065052240134089,False,True,False,False,False,False,False,True,False,True,False,apple
0.17085975417182622,-0.27192876771824176,1.2832270867156232,True,False,False,False,False,False,False,False,True,True,False,mango
2.5404146813011756,3.8082396057094474,1.823380739294084,False,True,False,True,False,False,False,False,False,True,False,watermelon
-0.2685279144349403,-0.3617220413198219,-0.37898487798234354,False,True,False,True,False,False,False,False,False,False,False,guava
-0.2842203311708963,-0.3111285503026174,1.1214419347356017,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.5352989989461915,-0.5715561716244206,-1.5114809418424968,True,False,False,False,True,False,False,False,False,False,True,orange
0.2336294211156501,-0.08867995709024382,1.899054439413771,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
-0.5823762491540593,-0.5239467471015284,0.4977862682319687,True,False,True,False,False,False,False,False,False,False,True,kiwi
0.09239767049204647,-0.29213903624790255,1.3510724730298258,True,False,False,False,False,False,False,False,True,True,False,mango
2.038257345750585,1.3885685969804638,0.15855933666095504,True,False,False,False,True,False,False,False,False,True,False,papaya
0.7985564236100643,0.9671370243519,0.3777521232145333,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.09591133033942485,-0.37799876765243456,-0.27199792264071615,True,False,False,True,False,False,False,False,False,True,False,pear
-0.8648397504012666,-0.6064154938534327,-0.3581093745010503,True,False,False,False,False,False,False,True,False,True,False,strawberry
0.09239767049204647,-0.27586230991528987,1.3849951661869275,True,False,False,False,False,False,False,False,True,True,False,mango
-0.17437341401920461,-0.219707604067776,0.4064559405013112,False,True,False,True,False,False,False,False,False,True,False,custard apple
-0.44114449853045584,-0.44595410009109254,0.2003103436235412,False,True,False,False,False,False,False,True,False,True,False,apple
-1.1943805018563416,-0.6264901229969885,-1.8063474285157626,False,True,False,False,False,False,True,False,False,True,False,grape
0.249321837851606,-0.061009522324802175,1.6120162665459903,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
1.2065592587449192,0.9657806304908488,0.30468786103000695,True,False,True,False,False,False,False,False,False,False,True,pineapple
0.28070667132351806,-0.46928407450117077,-0.9582800995882284,False,False,False,False,False,False,False,False,True,True,False,banana
-0.017449246659645087,-0.41217989295092117,-0.2432941053539382,True,False,False,True,False,False,False,False,False,True,False,pear
-0.707915583041707,-0.5688433839023185,-0.22241860187264476,False,True,False,False,False,False,True,False,False,False,True,plum
1.222251675480875,0.8742240448699025,0.11941776763353039,True,False,True,False,False,False,False,False,False,False,True,pineapple
-1.0531487512327378,-0.6129261843864778,-0.6555852991094778,False,True,False,False,False,True,False,False,False,True,False,lychee
0.029628003548222884,-0.21129796212925947,0.11158945382804554,False,True,False,True,False,False,False,False,False,True,False,custard apple
-0.5352989989461915,-0.5333058647427807,0.8004810687107192,True,False,True,False,False,False,False,False,False,False,True,kiwi
1.5204075934640384,1.6039639421153717,0.18204427807741,True,False,False,False,True,False,False,False,False,True,False,papaya
1.0339426746494036,1.027360911782567,0.07505732273578238,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.017449246659645087,-0.24154554523069807,0.3438294300574316,False,True,False,True,False,False,False,False,False,True,False,custard apple
1.0339426746494036,0.9968420499089182,0.43515975778808913,True,False,True,False,False,False,False,False,False,False,True,pineapple
1.645946927351686,1.2485887505199946,0.0881045124115906,True,False,False,False,True,False,False,False,False,True,False,papaya
2.493337431093307,3.38938518141688,2.209577553698007,False,True,False,True,False,False,False,False,False,True,False,watermelon
-0.8805321671372225,-0.6087213634172196,-0.40768869526912166,True,False,False,False,False,False,False,True,False,True,False,strawberry
-0.2999127479068522,-0.2814235247455992,1.3301969695485332,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-1.2100729185922974,-0.625811926066463,-1.0365632376430776,False,True,False,False,False,False,False,False,False,True,False,blueberry
1.4262530930483024,1.0215284181800475,0.6334770408603743,False,True,True,False,False,False,False,False,False,True,False,coconut
-1.1786880851203856,-0.6263544836108833,-1.8089568664509244,False,True,False,False,False,False,True,False,False,True,False,grape
1.1751744252730074,0.8522504643208753,0.2472802264564511,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.5039141654742796,-0.5391383583453002,0.5917260338977878,True,False,True,False,False,False,False,False,False,False,True,kiwi
-0.33129758137876414,-0.27830381886518174,1.1475363140872181,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.15868099728324872,-0.2608063380576231,0.8448415136084673,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.8648397504012666,-0.6193012355334179,-1.3314297243163435,True,False,False,False,False,False,False,True,False,True,False,cherry
-0.9119170006091344,-0.6199794324639434,-1.2061767034285844,True,False,False,False,False,False,False,True,False,True,False,cherry
-0.6137610826259713,-0.5339840616733063,0.4899579544264839,True,False,True,False,False,False,False,False,False,False,True,kiwi
0.07670525375609057,-0.3020407114335753,1.3145403419375634,True,False,False,False,False,False,False,False,True,True,False,mango
-1.1786880851203856,-0.625947565452568,-0.9269668443662887,False,True,False,False,False,False,False,False,False,True,False,blueberry
0.249321837851606,-0.48284801311168135,-1.078314244605664,False,False,False,False,False,False,False,False,True,True,False,banana
-0.8334549169293546,-0.6077718877144839,-0.5172850885459106,True,False,False,False,False,False,False,True,False,True,False,strawberry
-0.31560516464280824,-0.30638117178893864,1.2910554005211086,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.4254520817944998,-0.4403928852607833,-0.06846176369810801,False,True,False,False,False,False,False,True,False,True,False,apple
-1.2100729185922974,-0.6262188442247782,-1.7619869836180144,False,True,False,False,False,False,True,False,False,True,False,grape
2.885647849492206,3.3318740817083152,1.6720333390547084,False,True,False,True,False,False,False,False,False,True,False,watermelon
-0.8648397504012666,-0.619572514305628,-1.1905200758176147,True,False,False,False,False,False,False,True,False,True,False,cherry
0.2022445876437383,-0.46046751440433886,-0.9165290926256422,False,False,False,False,False,False,False,False,True,True,False,banana
-0.692223166305751,-0.5691146626745287,-0.1676204052342504,False,True,False,False,False,False,True,False,False,False,True,plum
0.3434763382673419,-0.4660287292346482,-1.0730953687353408,False,False,False,False,False,False,False,False,True,True,False,banana
-1.1786880851203856,-0.625947565452568,-0.9060913408849954,False,True,False,False,False,False,False,False,False,True,False,blueberry
0.17085975417182622,-0.26867342245171927,1.2545232694288453,True,False,False,False,False,False,False,False,True,True,False,mango
-0.2842203311708963,-0.30570297485841313,1.1162230588652784,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.4097596650585439,-0.4433769517550955,-0.02410131880036,False,True,False,False,False,False,False,True,False,True,False,apple
-1.1943805018563416,-0.6260832048386731,-1.8063474285157626,False,True,False,False,False,False,True,False,False,True,False,grape
-1.037456334496782,-0.6140112994753186,-0.8356365166356312,False,True,False,False,False,True,False,False,False,True,False,lychee
1.0025578411774918,0.9117961548210168,0.3751426852793714,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.6765307495697951,-0.5621970539831682,-0.17805815697489713,False,True,False,False,False,False,True,False,False,False,True,plum
2.8542630160202944,3.579958518894554,1.9016638773489332,False,True,False,True,False,False,False,False,False,True,False,watermelon
1.5204075934640384,1.4289891340397853,0.21596697123451128,True,False,False,False,True,False,False,False,False,True,False,papaya
-0.33129758137876414,-0.4437838699134109,-0.07368063956843138,False,True,False,False,False,False,False,True,False,True,False,apple
-0.45683691526641174,-0.42601511033364203,0.004602498486417929,False,True,False,False,False,False,False,True,False,True,False,apple
-0.45683691526641174,-0.42506563463090624,0.2290141609103195,False,True,False,False,False,False,False,True,False,True,False,apple
-1.1786880851203856,-0.6268970411553038,-1.7724247353586613,False,True,False,False,False,False,True,False,False,True,False,grape
0.12378250396395854,-0.2621627319186742,1.3562913489001496,True,False,False,False,False,False,False,False,True,True,False,mango
-0.6765307495697951,-0.5653167598635856,-0.19110534665070533,False,True,False,False,False,False,True,False,False,False,True,plum
-0.2685279144349403,-0.29281723317842806,1.3223686557430478,False,True,False,False,False,False,False,True,False,True,False,pomegranate
0.10809008722800265,-0.28223736106222985,1.2336477659475522,True,False,False,False,False,False,False,False,True,True,False,mango
1.536100010199994,0.8617452213482326,0.5969449097681111,False,True,True,False,False,False,False,False,False,True,False,coconut
0.013935586812266707,-0.37135243773328436,-0.1363071500123106,True,False,False,True,False,False,False,False,False,True,False,pear
0.21793700437969418,-0.044190238447769085,1.6850805287305166,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
-0.36268241485067604,-0.3638922714975035,-0.40507925733396,False,True,False,True,False,False,False,False,False,False,False,guava
-1.021763917760826,-0.6108915935949013,-0.7443061889049737,False,True,False,False,False,True,False,False,False,True,False,lychee
-0.09591133033942485,-0.25266797489131676,0.5056145820374536,False,True,False,True,False,False,False,False,False,True,False,custard apple
-0.06452649686751305,-0.38993503362968385,-0.3998603814636366,True,False,False,True,False,False,False,False,False,True,False,pear
-0.06452649686751305,-0.26772394674898353,1.2310383280123904,True,False,False,False,False,False,False,False,True,True,False,mango
-0.7706852499855308,-0.5688433839023185,-0.3085300537329793,False,True,False,False,False,False,True,False,False,False,True,plum
2.7444160988686024,3.335265066360943,1.776410856461174,False,True,False,True,False,False,False,False,False,True,False,watermelon
1.0496350913853598,1.0510978043509607,0.3673143714738865,True,False,True,False,False,False,False,False,False,False,True,pineapple
-1.00607150102487,-0.6107559542087961,-0.7312589992291655,False,True,False,False,False,True,False,False,False,True,False,lychee
-0.31560516464280824,-0.26446860148246093,0.993579475912681,False,True,False,False,False,False,False,True,False,True,False,pomegranate
2.885647849492206,3.346387496021562,2.016479146496045,False,True,False,True,False,False,False,False,False,True,False,watermelon
-0.1429885805472927,-0.24561472681385124,0.4925673923616454,False,True,False,True,False,False,False,False,False,True,False,custard apple
-1.1786880851203856,-0.6268970411553038,-0.9426234719772586,False,True,False,False,False,False,False,False,False,True,False,blueberry
-0.8962245838731784,-0.6184873992167872,-1.3366486001866666,True,False,False,False,False,False,False,True,False,True,False,cherry
2.242258763318012,3.6887413065508494,1.4972009973988785,False,True,False,True,False,False,False,False,False,True,False,watermelon
2.226566346582056,3.353033825940712,2.060839591393793,False,True,False,True,False,False,False,False,False,True,False,watermelon
-0.6137610826259713,-0.5661305961802163,-1.5584508246754063,True,False,False,False,True,False,False,False,False,False,True,orange
0.17085975417182622,-0.323471734438182,0.9335624034039632,True,False,False,False,False,False,False,False,True,True,False,mango
-0.5666838324181034,-0.5346622586038319,0.73785455826684,True,False,True,False,False,False,False,False,False,False,True,kiwi
-1.068841167968694,-0.6140112994753186,-0.6738513646556092,False,True,False,False,False,True,False,False,False,True,False,lychee
-0.15868099728324872,-0.37270883159433543,-0.0867278292442396,True,False,False,True,False,False,False,False,False,True,False,pear
-0.5823762491540593,-0.5383245220286696,0.6413053546658591,True,False,True,False,False,False,False,False,False,False,True,kiwi
-1.1943805018563416,-0.625811926066463,-1.7698152974234997,False,True,False,False,False,False,True,False,False,True,False,grape
-0.707915583041707,-0.5608406601221172,-0.29287342612200923,False,True,False,False,False,False,True,False,False,False,True,plum
-1.1943805018563416,-0.6260832048386731,-1.811566304386086,False,True,False,False,False,False,True,False,False,True,False,grape
-0.12729616381133677,-0.24208810277511847,0.44820694746389733,False,True,False,True,False,False,False,False,False,True,False,custard apple
-0.04883408013155688,-0.23639124855870405,0.34904830592775493,False,True,False,True,False,False,False,False,False,True,False,custard apple
-0.1900658307551605,-0.37989771905790604,-0.368547126241697,False,True,False,True,False,False,False,False,False,False,False,guava
-0.22145066422707244,-0.28888369098138,1.1501457520223797,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.0017568299236891893,-0.2886124122091698,1.1214419347356017,True,False,False,False,False,False,False,False,True,True,False,mango
-0.8648397504012666,-0.6193012355334179,-1.2870692794185954,True,False,False,False,False,False,False,True,False,True,False,cherry
0.07670525375609057,-0.4767442407369516,-1.0548293031892093,False,False,False,False,False,False,False,False,True,True,False,banana
-0.7706852499855308,-0.5607050207360121,-0.13108827414198723,False,True,False,False,False,False,True,False,False,False,True,plum
1.0810199248572716,1.05055524680654,0.09071395034675246,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.09591133033942485,-0.24412269356669505,0.08549507447642911,False,True,False,True,False,False,False,False,False,True,False,custard apple
-1.021763917760826,-0.6112985117532166,-0.7938855096730448,False,True,False,False,False,True,False,False,False,True,False,lychee
0.12378250396395854,-0.465757450462438,-0.96088953752339,False,False,False,False,False,False,False,False,True,True,False,banana
-1.1943805018563416,-0.6268970411553038,-1.7959096767751161,False,True,False,False,False,False,True,False,False,True,False,grape
1.536100010199994,0.8492663978265631,0.6308676029252124,False,True,True,False,False,False,False,False,False,True,False,coconut
-0.9276094173450903,-0.6077718877144839,-0.40768869526912166,True,False,False,False,False,False,False,True,False,True,False,strawberry
0.8613260905538882,0.8869741471637825,0.41689369224195794,True,False,True,False,False,False,False,False,False,False,True,pineapple
0.04532042028417878,-0.3069237293333591,1.037939920810429,True,False,False,False,False,False,False,False,True,True,False,mango
-0.5823762491540593,-0.5685721051301083,-1.5532319488050832,True,False,False,False,True,False,False,False,False,False,True,orange
-1.1786880851203856,-0.625811926066463,-1.0209066100321078,False,True,False,False,False,False,False,False,False,True,False,blueberry
-0.5666838324181034,-0.5342553404455164,0.6961035513042535,True,False,True,False,False,False,False,False,False,False,True,kiwi
-0.2528354976989844,-0.3184530771522931,1.0405493587455905,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.5196065822102356,-0.5607050207360121,-1.4879960004260422,True,False,False,False,True,False,False,False,False,False,True,orange
0.31209150479542985,-0.0418843688839823,2.2330624951144618,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
-0.17437341401920461,-0.26121325621593844,1.3119309040024012,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.5039141654742796,-0.42547255278922164,-0.003225815319066927,False,True,False,False,False,False,False,True,False,True,False,apple
-0.8805321671372225,-0.620793268780574,-1.2218333310395544,True,False,False,False,False,False,False,True,False,True,False,cherry
-1.037456334496782,-0.6119767086837421,-0.7938855096730448,False,True,False,False,False,True,False,False,False,True,False,lychee
-0.11160374707538075,-0.25334617182184227,0.3907993128903415,False,True,False,True,False,False,False,False,False,True,False,custard apple
1.6930241775595534,1.2513015382420967,0.012430812291903157,True,False,False,False,True,False,False,False,False,True,False,papaya
-0.5666838324181034,-0.568165186971793,-1.5741074522863763,True,False,False,False,True,False,False,False,False,False,True,orange
-1.2100729185922974,-0.625947565452568,-1.0470009893837244,False,True,False,False,False,False,False,False,False,True,False,blueberry
-1.1943805018563416,-0.625811926066463,-1.7985191147102777,False,True,False,False,False,False,True,False,False,True,False,grape
-1.037456334496782,-0.614282578247529,-0.6477569853039927,False,True,False,False,False,True,False,False,False,True,False,lychee
-0.11160374707538075,-0.22838852477850283,0.3751426852793714,False,True,False,True,False,False,False,False,False,True,False,custard apple
-0.1429885805472927,-0.2149602255540973,0.20813865742902643,False,True,False,True,False,False,False,False,False,True,False,custard apple
0.7671715901381525,0.9037934310408154,0.41428425430679605,True,False,True,False,False,False,False,False,False,False,True,pineapple
0.3434763382673419,-0.05761853767217453,1.768582542655689,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
0.07670525375609057,-0.3040753022251519,0.9257340895984784,True,False,False,False,False,False,False,False,True,True,False,mango
0.2336294211156501,-0.03984977809240571,1.5441708802317877,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
-0.692223166305751,-0.5628752509136938,-0.13891658794747247,False,True,False,False,False,False,True,False,False,False,True,plum
-0.17437341401920461,-0.27776126132076134,1.0405493587455905,False,True,False,False,False,False,False,True,False,True,False,pomegranate
0.17085975417182622,-0.46426541721528186,-1.0443915514485627,False,False,False,False,False,False,False,False,True,True,False,banana
-0.17437341401920461,-0.2544312869106831,0.32556336451130036,False,True,False,True,False,False,False,False,False,True,False,custard apple
1.0967123415932274,0.9729695179544194,0.14551214698514683,True,False,True,False,False,False,False,False,False,False,True,pineapple
-0.8805321671372225,-0.6035670667452255,-0.47031520571300106,True,False,False,False,False,False,False,True,False,True,False,strawberry
-1.0531487512327378,-0.6114341511393216,-0.78605719586756,False,True,False,False,False,True,False,False,False,True,False,lychee
-0.5039141654742796,-0.5665375143385316,-1.5584508246754063,True,False,False,False,True,False,False,False,False,False,True,orange
0.21793700437969418,-0.07701496988520468,1.7268315356931028,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
-1.1786880851203856,-0.6264901229969885,-1.7724247353586613,False,True,False,False,False,False,True,False,False,True,False,grape
1.536100010199994,1.3014881111009857,-0.05280513608713793,True,False,False,False,True,False,False,False,False,True,False,papaya
-1.1943805018563416,-0.6268970411553038,-1.0965803101517955,False,True,False,False,False,False,False,False,False,True,False,blueberry
1.7087165942955096,0.9025726765658697,0.5969449097681111,False,True,True,False,False,False,False,False,False,True,False,coconut
-0.15868099728324872,-0.3622645988642423,-0.38420375385266675,False,True,False,True,False,False,False,False,False,False,False,guava
-0.394067248322588,-0.4463610182494079,-0.044976822281653075,False,True,False,False,False,False,False,True,False,True,False,apple
1.4105606763123468,0.8571334822206592,0.6882752374987686,False,True,True,False,False,False,False,False,False,True,False,coconut
0.13947492069991443,-0.2858996244870677,1.0562059863565605,True,False,False,False,False,False,False,False,True,True,False,mango
-0.5352989989461915,-0.5598911844193815,-1.5506225108699214,True,False,False,False,True,False,False,False,False,False,True,orange
-0.2685279144349403,-0.38003335844401115,-0.485971833323971,False,True,False,True,False,False,False,False,False,False,False,guava
-1.1786880851203856,-0.6268970411553038,-1.005249982421138,False,True,False,False,False,False,False,False,False,True,False,blueberry
1.3477910093685226,1.0445871138179155,0.3673143714738865,False,True,True,False,False,False,False,False,False,True,False,coconut
-0.8962245838731784,-0.6039739849035408,-0.5485983437678504,True,False,False,False,False,False,False,True,False,True,False,strawberry
-0.1429885805472927,-0.30421094161125695,1.0927381174488233,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-1.1943805018563416,-0.6270326805414088,-1.7750341732938226,False,True,False,False,False,False,True,False,False,True,False,grape
-0.1900658307551605,-0.24113862707238276,0.5343183993242319,False,True,False,True,False,False,False,False,False,True,False,custard apple
1.9754876788067608,1.3942654511968784,-0.09194670511456259,True,False,False,False,True,False,False,False,False,True,False,papaya
1.5674848436719062,1.0306162570490893,0.3620954956035632,False,True,True,False,False,False,False,False,False,True,False,coconut
1.5517924269359502,1.1151195945925705,0.7613394996832945,False,True,True,False,False,False,False,False,False,True,False,coconut
-0.707915583041707,-0.5588060693305406,-0.2641696088352313,False,True,False,False,False,False,True,False,False,False,True,plum
-0.6451459160978832,-0.5688433839023185,-1.5219186935831435,True,False,False,False,True,False,False,False,False,False,True,orange
-0.8805321671372225,-0.6188943173751025,-1.2948975932240805,True,False,False,False,False,False,False,True,False,True,False,cherry
-0.8491473336653105,-0.6081788058727992,-0.6347097956281845,True,False,False,False,False,False,False,True,False,True,False,strawberry
-1.00607150102487,-0.6108915935949013,-0.6294909197578614,False,True,False,False,False,True,False,False,False,True,False,lychee
0.3434763382673419,-0.4549062995740295,-0.9713272892640366,False,False,False,False,False,False,False,False,True,True,False,banana
-0.8648397504012666,-0.6188943173751025,-1.2218333310395544,True,False,False,False,False,False,False,True,False,True,False,cherry
-1.037456334496782,-0.6146894964058442,-0.7103834957478722,False,True,False,False,False,True,False,False,False,True,False,lychee
-1.1786880851203856,-0.6270326805414088,-1.0887519963463106,False,True,False,False,False,False,False,False,False,True,False,blueberry
-1.1943805018563416,-0.625811926066463,-0.9347951581717736,False,True,False,False,False,False,False,False,False,True,False,blueberry
-0.06452649686751305,-0.3020407114335753,0.8004810687107192,True,False,False,False,False,False,False,False,True,True,False,mango
-0.34698999811472003,-0.37013168325833834,-0.38159431591750526,False,True,False,True,False,False,False,False,False,False,False,guava
-1.068841167968694,-0.614418217633634,-0.8486837063114394,False,True,False,False,False,True,False,False,False,True,False,lychee
0.12378250396395854,-0.47077610774832696,-0.9713272892640366,False,False,False,False,False,False,False,False,True,True,False,banana
-1.1943805018563416,-0.6260832048386731,-1.7985191147102777,False,True,False,False,False,False,True,False,False,True,False,grape
1.849948344919113,1.4213933284178994,-0.15979209142876555,True,False,False,False,True,False,False,False,False,True,False,papaya
-1.2100729185922974,-0.6260832048386731,-1.0548293031892093,False,True,False,False,False,False,False,False,False,True,False,blueberry
-0.8962245838731784,-0.6206576293944689,-1.32621084844602,True,False,False,False,False,False,False,True,False,True,False,cherry
0.3748611717392537,-0.06412922820521963,1.8573034324511848,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
-0.8334549169293546,-0.6184873992167872,-1.2166144551692313,True,False,False,False,False,False,False,True,False,True,False,cherry
-0.15868099728324872,-0.3469373482343653,-0.3554999365658888,False,True,False,True,False,False,False,False,False,False,False,guava
-1.1943805018563416,-0.6260832048386731,-1.0809236825408257,False,True,False,False,False,False,False,False,False,True,False,blueberry
-0.17437341401920461,-0.27667614623192044,1.2179911383365822,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-0.15868099728324872,-0.30000612064199866,0.8709358929600837,False,True,False,False,False,False,False,True,False,True,False,pomegranate
-1.1943805018563416,-0.6266257623830935,-1.7698152974234997,False,True,False,False,False,False,True,False,False,True,False,grape
-0.33129758137876414,-0.3588736142116146,-0.5851304748601134,False,True,False,True,False,False,False,False,False,False,False,guava
1.4733303432561704,0.8834475231250496,0.3881898749551796,False,True,True,False,False,False,False,False,False,True,False,coconut
-0.20575824749111654,-0.2924103150201128,1.0953475553839853,False,True,False,False,False,False,False,True,False,True,False,pomegranate
2.8542630160202944,3.674906089168128,2.1312944156431572,False,True,False,True,False,False,False,False,False,True,False,watermelon
-1.1943805018563416,-0.6264901229969885,-0.96088953752339,False,True,False,False,False,False,False,False,False,True,False,blueberry
-0.15868099728324872,-0.285085788170437,1.2101628245310974,False,True,False,False,False,False,False,True,False,True,False,pomegranate
1.237944092216831,0.9617114489076957,0.21074809536418793,True,False,True,False,False,False,False,False,False,False,True,pineapple
-1.1943805018563416,-0.6268970411553038,-1.801128552645439,False,True,False,False,False,False,True,False,False,True,False,grape
-0.17437341401920461,-0.36714761676402613,-0.368547126241697,True,False,False,True,False,False,False,False,False,True,False,pear
0.10809008722800265,-0.09234222051508166,1.4841538077230703,True,False,False,False,False,True,False,False,False,True,False,dragon fruit
